Number of Referrals,Tenure in Months,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Number of Dependents,Total Customer Svc Requests,Product/Service Issues Reported,Contract_One Year,Contract_Two Year,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Payment Method_Credit Card,Payment Method_Mailed Check
0,14,0,1,4,0,0,1,1,1,1,1,1,1,55.0,0.0,0.0,0.0,1,47,0,2,0,0,0,0,1,0,0,0
0,67,0,1,85,1,0,1,1,1,0,0,1,1,49.35,0.0,0.0,0.0,1,30,0,1,0,1,0,1,0,0,0,0
0,37,0,1,25,0,0,0,0,0,0,0,1,1,70.35,0.0,0.0,1067.08,1,62,0,1,0,0,0,1,0,0,1,0
1,16,0,1,6,0,0,0,0,0,0,0,0,1,74.672,0.0,70.0,734.4,1,78,0,0,0,0,0,0,0,0,0,0
1,16,1,1,29,0,1,0,0,1,1,1,0,1,104.0,0.0,445.0,605.28,0,61,0,3,1,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0,0,0,0,0,20.45,0.0,0.0,375.9,1,37,1,2,0,1,0,0,0,1,1,0
0,23,0,1,31,0,1,1,1,0,0,0,1,0,87.152,0.0,0.0,892.6300000000001,0,45,0,2,0,0,0,1,0,0,0,0
0,62,0,1,51,1,1,1,1,0,0,0,1,1,43.7,0.0,133.53,0.0,1,21,0,2,0,0,1,0,1,0,0,0
4,23,0,1,58,1,1,1,1,0,0,0,0,1,66.25,23.92,890.0,262.2,0,29,0,0,0,1,0,1,0,0,1,0
1,24,1,1,25,0,0,1,0,1,1,1,0,1,105.092,0.0,598.0,830.8799999999999,1,44,0,2,0,0,0,0,0,0,0,0
0,19,1,0,0,0,0,0,0,0,0,0,0,0,24.7,1.65,0.0,225.34,0,62,0,0,0,0,0,0,0,1,0,0
0,8,1,1,29,0,0,0,0,0,1,0,1,0,85.2,0.0,0.0,357.04,0,70,0,0,0,0,1,0,1,0,0,0
0,1,0,1,10,1,0,0,0,0,0,0,0,1,50.492,0.0,0.0,11.35,1,37,0,5,0,0,0,0,0,0,1,0
1,53,1,1,7,1,0,0,1,0,0,0,1,1,62.452,0.0,0.0,1148.51,1,71,0,3,0,1,0,1,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0.0,0.0,278.1,0,35,0,2,1,0,1,0,0,1,1,0
2,69,1,1,13,0,1,0,1,1,1,1,1,0,105.4,0.0,0.0,1337.91,0,73,0,0,0,0,1,0,0,0,1,0
0,16,0,1,13,0,0,0,0,1,0,0,0,1,84.24000000000001,0.0,171.0,206.72,0,40,0,1,1,0,0,1,0,0,0,0
6,60,0,1,13,1,0,0,1,1,1,1,1,1,97.2,0.0,0.0,1950.0,0,59,0,1,0,0,1,0,1,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0,1,20.3,0.0,0.0,346.84,1,57,0,2,0,0,0,0,0,1,0,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0.0,0.0,326.23,1,62,0,2,0,1,0,0,0,1,1,0
1,19,0,1,26,1,0,1,0,1,0,0,1,0,66.4,0.0,0.0,578.36,1,71,0,0,0,0,0,0,1,0,0,0
10,68,0,0,0,0,0,0,0,0,0,0,0,1,19.35,0.0,0.0,3169.48,0,51,1,0,0,0,1,0,0,1,0,0
0,54,1,1,11,0,1,0,0,0,0,0,0,1,82.68,0.0,481.0,2471.5800000000004,0,68,0,5,1,0,0,1,0,0,0,0
0,5,0,1,6,0,0,0,0,0,0,0,0,1,72.54,0.0,19.0,155.7,1,32,0,1,3,0,0,0,1,0,0,0
0,2,0,1,28,0,0,0,0,0,0,0,0,1,45.916,0.0,26.0,87.32,1,78,0,5,1,0,0,0,1,0,0,0
0,17,1,1,25,1,1,0,0,1,0,0,0,1,98.17600000000002,0.0,404.0,370.94,0,57,0,5,0,0,0,0,1,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.25,0.0,0.0,4.71,1,19,0,1,0,0,0,0,0,1,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0.0,0.0,130.16,0,35,0,2,0,0,0,0,0,1,1,0
2,72,0,1,15,1,1,1,0,0,1,1,0,1,49.2,0.0,537.0,0.0,0,57,0,1,0,0,1,1,0,0,0,0
0,3,0,1,90,0,0,0,0,1,0,1,0,0,55.536,0.0,170.0,143.04,1,23,0,2,1,0,0,0,0,0,1,0
1,1,0,1,3,0,0,0,0,0,1,1,0,0,83.2,0.0,0.0,35.71,1,48,0,3,3,0,0,0,1,0,0,0
1,71,1,0,0,0,0,0,0,0,0,0,0,1,24.25,0.0,0.0,582.9100000000001,0,30,0,1,0,0,1,0,0,1,1,0
1,68,0,1,27,1,1,0,1,1,1,1,1,0,82.85,0.0,0.0,1876.12,1,52,1,0,0,0,1,0,0,0,0,0
6,66,1,1,20,0,1,1,1,0,0,0,1,1,90.55,0.0,0.0,773.5200000000001,0,43,0,2,1,1,0,0,1,0,0,0
0,1,0,1,45,0,0,1,0,1,0,1,0,1,88.244,0.0,0.0,36.07,1,25,0,2,1,0,0,1,0,0,0,0
0,1,0,1,63,0,0,0,0,0,0,0,0,0,25.74,0.0,0.0,0.0,1,56,3,4,3,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0.0,0.0,11.96,0,50,0,1,1,0,0,0,0,1,1,0
0,10,1,0,0,0,0,0,0,0,0,0,0,0,25.7,0.0,0.0,321.0,1,44,0,1,1,0,1,0,0,1,0,0
7,11,1,1,59,1,0,0,0,1,0,0,1,1,65.15,0.0,42.68,183.81,1,19,2,2,0,0,0,0,1,0,0,0
0,39,0,1,19,1,1,0,1,0,0,0,0,1,40.3,0.0,310.0,0.0,0,37,0,0,0,1,0,0,1,0,0,0
0,23,0,1,30,1,0,1,0,1,1,1,0,1,99.95,0.0,688.0,964.62,1,21,0,1,0,1,0,1,0,0,1,0
0,13,0,0,0,0,0,0,0,0,0,0,0,1,19.95,0.0,0.0,212.55,1,42,0,0,0,1,0,0,0,1,1,0
0,47,1,1,69,1,0,1,0,1,0,0,0,0,94.9,0.0,3185.0,1891.75,0,30,0,0,0,1,0,1,0,0,1,0
1,12,0,1,21,0,0,0,0,0,1,0,0,1,83.668,0.0,200.0,83.64,1,77,0,1,0,0,0,0,0,0,0,0
0,68,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.0,0.0,2243.32,0,37,0,1,0,0,1,0,0,1,1,0
8,65,1,1,27,0,0,1,1,1,1,0,0,1,103.9,0.0,1827.0,102.7,0,76,3,0,0,1,0,1,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0,1,19.6,21.25,0.0,980.2,1,64,0,3,0,1,0,0,0,1,0,0
9,25,1,1,2,1,0,0,1,1,0,0,1,1,69.5,0.0,3.51,765.0,0,65,0,0,0,1,0,1,0,0,1,0
0,34,0,1,2,0,1,1,1,1,1,1,1,1,105.1,0.0,0.0,95.88,0,38,0,1,0,0,0,1,0,0,0,0
0,13,1,1,41,0,0,0,1,1,1,1,1,0,100.75,0.0,0.0,577.59,1,29,0,0,0,0,0,0,1,0,0,0
5,40,1,0,0,0,0,0,0,0,0,0,0,1,26.2,0.0,0.0,1968.8,0,49,4,0,0,0,0,0,0,1,0,0
0,9,1,1,32,0,0,0,0,1,1,1,1,0,98.17600000000002,0.0,0.0,244.89,0,41,2,2,0,0,0,0,0,0,0,0
1,13,1,1,23,0,0,0,0,0,0,0,1,1,77.376,0.0,0.0,37.96,1,36,0,1,0,0,0,0,0,0,1,0
0,1,0,1,29,0,0,0,0,1,0,0,0,1,57.2,0.0,0.0,32.74,0,47,0,8,0,0,0,0,0,0,1,0
5,32,0,0,0,0,0,0,0,0,0,0,0,1,19.45,0.0,0.0,1121.6,1,22,3,0,0,0,0,0,0,1,1,0
1,3,1,1,30,0,0,0,0,1,1,0,1,1,98.384,0.0,0.0,96.93,1,70,0,1,1,0,0,1,0,0,0,0
0,10,1,1,29,0,0,0,0,0,0,0,0,1,77.74000000000001,0.0,232.0,56.3,0,39,0,2,2,0,0,1,0,0,0,0
0,14,1,1,10,0,0,0,0,1,1,1,0,1,95.6,0.0,127.0,526.68,1,65,0,2,0,0,0,1,0,0,0,0
0,46,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,1425.54,1,49,0,0,0,0,1,0,0,1,1,0
0,1,0,1,24,0,0,0,0,0,0,0,1,1,46.228,0.0,0.0,48.31,0,63,0,2,1,0,0,1,0,0,0,1
6,30,1,0,0,0,0,0,0,0,0,0,0,1,25.1,15.41,0.0,1416.3,0,39,2,0,0,0,1,0,0,1,1,0
10,69,1,1,19,1,0,0,1,0,0,0,0,0,61.4,0.0,771.0,2695.83,0,56,2,1,0,0,1,0,1,0,1,0
0,9,0,1,9,0,0,1,0,0,0,0,0,0,75.5,0.0,57.0,224.64,0,65,0,3,2,0,1,1,0,0,1,0
0,2,1,1,28,0,0,0,0,0,0,0,0,1,78.468,0.0,44.0,46.92,0,77,0,2,0,0,0,1,0,0,1,0
1,71,0,1,28,0,1,0,0,1,1,1,0,0,51.324000000000005,0.0,984.0,0.0,1,44,0,1,1,0,1,1,0,0,0,0
9,70,0,1,59,1,1,1,1,0,1,1,0,0,101.0,0.0,4180.0,2873.5,1,26,0,3,0,0,1,0,1,0,1,0
4,69,0,1,18,1,1,1,1,1,0,0,1,1,75.75,0.0,0.0,3058.77,1,64,0,0,0,0,1,0,1,0,0,0
0,1,1,1,56,0,0,0,0,1,0,0,0,1,88.03600000000002,0.0,0.0,22.3,1,25,0,2,0,0,0,0,0,0,0,1
1,15,0,1,21,0,1,1,1,0,1,1,0,1,69.5,0.0,225.0,126.6,1,50,1,1,1,0,0,1,0,0,1,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,166.68,1,46,1,3,0,0,0,0,0,1,0,1
1,2,0,1,22,0,0,0,0,0,0,0,1,1,70.35,0.0,2.65,15.4,0,45,0,0,0,0,0,0,0,0,0,0
0,46,1,1,3,0,1,1,0,0,1,1,1,1,94.15,0.0,13.23,1526.28,0,55,0,0,0,1,0,1,0,0,0,0
8,60,1,1,4,0,1,1,0,1,1,1,0,0,102.5,0.0,246.0,1153.1999999999998,1,48,0,1,0,1,0,1,0,0,0,0
0,6,0,1,15,0,1,0,0,0,0,0,1,1,31.72,0.0,0.0,0.0,1,47,0,1,2,0,0,1,0,0,1,0
3,4,0,1,5,0,0,1,0,0,0,0,1,1,29.9,0.0,0.59,0.0,1,78,0,1,1,0,1,0,0,0,0,0
1,70,1,1,22,1,1,1,1,1,1,1,0,0,120.276,0.0,1753.0,1201.9,1,51,0,0,0,1,0,0,1,0,1,0
0,43,0,1,10,1,1,0,1,1,1,1,1,1,106.0,0.0,0.0,438.17,0,47,2,0,0,1,0,1,0,0,1,0
0,62,1,1,13,1,1,1,1,1,1,1,1,1,115.05,0.0,0.0,2284.0800000000004,0,39,0,0,0,1,0,1,0,0,1,0
3,52,0,1,24,0,1,1,1,0,0,0,1,0,85.8,0.0,0.0,877.24,0,61,1,1,0,0,0,0,1,0,0,0
0,14,1,1,30,0,0,0,1,1,0,0,0,1,93.548,0.0,354.0,401.1,1,40,0,5,0,0,0,0,0,0,0,0
0,1,0,1,9,0,0,0,0,0,0,0,1,0,45.6,0.0,0.0,37.44,1,36,0,2,0,0,0,0,1,0,1,0
0,35,1,1,6,0,0,0,1,0,0,0,0,0,80.05,0.0,170.0,459.9,0,63,0,2,0,0,0,1,0,0,1,0
1,13,1,1,4,1,0,0,0,0,1,1,1,1,65.85,0.0,3.61,186.16,1,56,0,3,0,0,0,0,1,0,0,0
1,57,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0.0,0.0,2368.92,1,45,2,0,0,1,0,0,0,1,1,0
9,11,0,1,19,0,0,0,0,1,1,1,0,0,90.6,0.0,194.0,423.28,1,44,1,1,0,0,0,1,0,0,0,0
0,33,0,1,11,0,0,1,1,1,1,0,0,1,54.6,0.0,198.0,0.0,1,74,0,0,0,1,0,0,1,0,0,0
0,12,0,1,29,1,0,0,0,1,1,1,0,1,69.85,0.0,243.0,324.84000000000003,1,41,1,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.9,0.0,0.0,7.76,1,36,0,2,1,0,0,0,0,1,1,0
8,13,0,1,56,0,1,1,1,0,0,0,0,0,61.8,0.0,420.0,365.95,1,56,3,2,1,0,0,1,0,0,0,0
0,1,1,1,23,0,1,0,0,0,0,0,1,1,79.15,0.0,0.0,18.0,0,33,0,1,1,0,0,0,1,0,1,0
5,52,0,1,12,1,1,1,0,1,1,1,1,0,79.2,0.0,0.0,859.5600000000001,1,61,2,0,0,0,1,0,1,0,0,0
1,12,0,1,73,0,1,0,0,0,0,0,1,1,51.25,0.0,0.0,562.5600000000001,0,26,0,1,1,0,0,0,1,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,493.68,0,57,1,1,0,0,0,0,0,1,1,0
0,23,0,1,25,1,0,0,0,0,0,0,1,1,75.4,0.0,0.0,405.2600000000001,0,67,0,1,0,1,0,1,0,0,0,0
1,1,0,1,24,0,0,0,0,0,0,0,0,1,72.332,0.0,0.0,12.46,0,76,0,3,6,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0.0,0.0,199.08,1,42,0,1,0,1,0,0,0,1,1,0
0,50,0,0,0,0,0,0,0,0,0,0,0,1,19.35,29.5,0.0,894.0,0,29,0,0,0,1,0,0,0,1,0,1
9,50,0,0,0,0,0,0,0,0,0,0,0,1,20.35,0.0,0.0,1349.0,1,40,2,0,0,1,0,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0.0,0.0,48.14,1,37,0,2,1,0,0,0,0,1,1,0
0,24,0,0,0,0,0,0,0,0,0,0,0,1,20.3,0.0,0.0,441.36,0,78,0,2,0,0,1,0,0,1,1,0
1,17,0,1,10,1,0,1,0,0,0,0,0,0,34.4,0.0,59.0,0.0,1,36,0,0,0,0,0,0,1,0,0,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0.0,0.0,25.36,0,39,0,2,2,0,0,0,0,1,1,0
0,1,0,1,82,0,0,0,0,0,0,0,1,1,44.55,0.0,0.0,23.04,0,27,0,0,0,0,0,0,1,0,1,0
0,4,0,1,26,1,0,1,0,0,0,0,1,0,35.0,0.0,3.53,0.0,0,46,0,1,0,0,0,0,1,0,1,0
0,9,1,1,23,0,0,0,0,0,1,0,0,1,87.828,0.0,175.0,116.19,0,76,0,3,0,0,0,0,1,0,0,0
7,49,1,1,57,0,1,0,0,1,1,1,0,1,98.35,0.0,2787.0,1341.62,0,52,3,2,0,0,0,0,1,0,0,0
3,5,0,1,53,0,0,0,0,0,0,0,1,0,25.05,0.0,0.0,0.0,0,40,3,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.85,0.0,0.0,16.47,0,47,0,0,0,0,0,0,0,1,1,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,20.45,0.0,0.0,12.2,0,31,0,1,0,0,0,0,0,1,1,0
2,71,0,1,6,1,1,1,1,1,1,1,1,1,84.8,0.0,36.28,1637.26,0,50,0,0,0,1,0,1,0,0,0,0
8,35,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0.0,0.0,1656.55,1,42,1,0,0,0,1,0,0,1,0,0
1,51,1,1,10,0,0,0,0,1,1,1,0,1,98.436,0.0,481.0,1075.08,1,44,0,4,1,0,0,1,0,0,0,0
0,46,0,1,19,0,0,1,1,0,0,0,0,0,56.524,0.0,467.0,2079.2000000000003,0,52,0,3,5,0,1,1,0,0,1,0
1,70,1,1,21,1,1,1,1,1,1,1,1,1,92.2,0.0,0.0,1306.9,0,67,0,2,1,0,1,0,0,0,0,0
0,5,0,1,30,0,1,0,0,1,0,0,0,1,85.3,0.0,126.0,228.7,0,37,0,3,0,0,0,1,0,0,1,0
0,4,0,1,20,0,0,0,0,1,0,0,0,1,82.00399999999999,0.0,59.0,147.72,0,65,0,3,2,0,0,0,0,0,0,0
1,47,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0.0,0.0,67.67999999999999,0,52,1,0,0,0,1,0,0,1,1,0
0,4,1,1,15,0,0,0,0,0,0,0,1,0,48.75,0.0,0.0,124.52,0,65,0,1,0,0,1,1,0,0,0,1
5,39,0,1,13,1,1,1,0,0,0,0,0,0,59.8,0.0,305.0,538.2,1,60,2,2,0,1,0,0,0,0,0,0
5,71,1,1,18,1,1,1,1,1,1,1,0,1,116.05,42.57,1494.0,1872.98,1,41,1,2,0,0,1,0,0,0,0,0
4,66,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,516.78,1,61,1,2,0,0,1,0,0,1,1,0
7,33,1,1,20,1,0,1,1,1,1,0,1,1,109.9,0.0,0.0,829.9499999999999,1,78,0,0,0,1,0,0,1,0,0,0
0,61,0,0,0,0,0,0,0,0,0,0,0,0,20.55,0.0,0.0,2852.36,1,24,0,0,0,0,1,0,0,1,1,0
2,17,0,1,9,0,1,0,0,0,0,0,0,1,79.50800000000001,0.0,111.0,17.85,1,66,0,5,3,0,0,0,1,0,0,0
0,65,1,1,18,0,1,1,1,0,1,1,1,1,74.2,0.0,0.0,1444.95,1,41,0,0,0,0,1,0,1,0,1,0
0,11,0,1,12,0,0,0,1,1,1,1,1,0,70.5,0.0,9.95,523.71,0,38,0,0,0,0,0,1,0,0,1,0
1,53,0,1,25,1,1,1,1,1,1,1,1,0,110.5,0.0,145.89,354.04,0,43,0,1,0,1,0,0,1,0,0,0
0,18,0,1,8,0,0,0,0,0,0,0,1,0,25.15,0.0,0.0,0.0,1,32,0,2,0,0,0,0,1,0,1,0
1,43,1,1,29,0,1,1,0,1,1,0,1,1,107.12,0.0,0.0,749.49,1,73,0,2,1,0,0,0,0,0,0,0
0,57,0,1,42,1,0,1,0,1,1,1,1,1,74.35,0.0,0.0,1406.19,1,30,0,0,0,0,1,0,1,0,0,0
0,15,0,1,31,0,0,0,0,0,0,0,1,0,71.76,0.0,0.0,70.05,0,40,0,6,2,0,0,1,0,0,0,0
1,43,1,1,5,0,1,0,1,1,0,0,0,1,94.3,0.0,198.0,197.37,1,71,0,2,0,1,0,0,1,0,0,0
0,2,0,1,23,0,0,0,0,0,0,0,0,0,73.58,0.0,36.0,19.72,0,74,0,3,0,0,0,0,0,0,0,0
9,59,1,1,24,0,0,1,1,1,0,0,0,1,72.1,0.0,1007.0,1463.79,0,39,0,1,0,0,1,0,1,0,0,0
6,34,0,1,7,0,0,0,1,0,0,0,0,0,50.2,0.0,127.0,1382.78,0,33,0,1,0,0,0,0,0,0,0,0
2,7,0,0,0,0,0,0,0,0,0,0,0,0,19.85,0.0,0.0,246.82,0,38,1,1,0,0,1,0,0,1,1,0
0,8,1,1,16,0,1,1,0,1,1,0,0,1,109.72,0.0,133.0,361.28,0,79,0,4,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.85,0.0,0.0,29.1,1,63,2,1,2,0,0,0,0,1,1,0
7,59,1,1,4,1,1,1,0,1,1,1,1,1,109.15,0.0,26.23,2387.73,0,52,0,1,0,1,0,0,1,0,1,0
1,6,0,1,51,1,0,0,0,0,0,0,1,1,49.15,0.0,0.0,208.2,1,48,3,1,0,0,0,1,0,0,0,0
0,40,0,1,4,1,1,0,0,0,0,0,1,1,82.36800000000001,0.0,0.0,1794.4,0,65,0,3,0,0,0,0,1,0,1,0
0,7,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0.0,0.0,113.4,0,29,0,1,1,1,0,0,0,1,1,0
0,45,1,1,18,0,0,0,0,1,1,0,0,1,93.9,0.0,756.0,704.25,1,76,0,0,0,0,1,0,1,0,0,0
5,64,1,1,30,0,1,0,1,1,1,1,1,1,105.25,23.67,204.7,2571.52,1,29,0,1,0,0,1,0,1,0,0,0
0,10,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,393.9,1,27,0,0,0,0,0,0,0,1,0,0
0,65,1,1,8,1,0,1,1,1,1,1,1,0,112.996,0.0,55.5,2722.2000000000003,1,53,0,2,0,0,1,1,0,0,0,0
1,8,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0.0,0.0,341.36,0,26,1,2,1,0,1,0,0,1,1,0
3,68,0,1,19,1,1,1,0,1,1,1,1,1,105.25,0.0,0.0,2135.2,1,41,2,1,0,0,1,0,1,0,0,0
7,56,1,1,29,0,0,0,1,0,0,0,0,1,76.85,0.0,1240.0,1543.36,0,72,0,2,0,0,0,1,0,0,0,0
0,20,0,1,24,0,0,0,0,0,0,0,0,0,74.152,0.0,333.0,114.2,1,78,0,2,0,0,0,0,1,0,1,0
0,43,0,1,13,0,0,1,0,1,1,1,0,1,51.012,20.29,270.0,0.0,0,64,0,2,0,0,0,0,0,0,0,0
0,29,0,1,8,0,0,0,0,1,0,0,1,1,82.05600000000001,0.0,0.0,1285.57,0,37,0,2,0,0,0,1,0,0,0,0
1,68,1,1,24,1,1,1,1,1,1,1,0,1,117.67600000000002,0.0,1885.0,1609.5600000000002,1,48,0,2,0,0,1,0,0,0,0,0
0,27,0,1,59,0,1,1,1,1,1,1,0,0,78.2,0.0,1227.0,1320.57,0,20,0,0,0,1,0,1,0,0,1,0
0,18,0,1,30,1,0,1,0,0,0,0,0,0,33.6,0.0,165.0,0.0,1,53,0,0,0,0,0,0,0,0,1,0
0,1,1,1,24,0,1,0,0,0,0,0,0,0,54.3,0.0,0.0,34.02,1,62,0,0,0,0,0,1,0,0,0,0
0,33,1,1,48,1,0,0,0,0,0,0,1,0,80.1,0.0,124.96,848.4300000000001,1,29,0,0,0,1,0,0,0,0,0,0
0,24,0,1,20,1,0,0,1,0,0,0,1,0,35.75,0.0,0.0,0.0,1,44,0,2,0,0,1,0,1,0,1,0
0,9,0,1,53,1,0,1,1,1,1,1,0,0,60.84,0.0,286.0,0.0,0,30,0,1,0,0,0,0,0,0,0,1
8,37,0,1,19,0,0,1,1,1,0,0,0,0,90.0,0.0,641.0,577.1999999999999,0,66,0,1,2,0,1,0,1,0,0,0
0,38,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0.0,0.0,844.74,1,38,0,3,1,1,0,0,0,1,1,0
0,65,1,0,0,0,0,0,0,0,0,0,0,1,25.1,0.0,0.0,1327.95,1,22,0,0,0,0,1,0,0,1,0,0
1,40,1,1,4,0,1,0,0,1,1,1,1,1,105.352,0.0,0.0,902.4,1,54,0,4,3,0,0,0,1,0,0,0
0,67,0,0,0,0,0,0,0,0,0,0,0,1,19.8,0.0,0.0,316.24,1,31,0,0,0,0,1,0,0,1,1,0
0,15,0,1,23,0,1,0,0,0,1,1,1,1,38.8,0.0,0.0,0.0,0,49,0,1,0,0,1,1,0,0,1,0
5,18,1,1,30,0,1,0,0,0,0,0,0,0,56.8,0.0,322.0,23.04,1,19,0,0,0,0,0,0,1,0,1,0
0,1,0,1,31,0,0,0,0,0,0,0,0,0,47.58,0.0,0.0,24.24,1,36,0,5,2,0,0,1,0,0,0,0
7,55,1,1,51,1,1,0,1,1,0,0,0,1,75.0,0.0,2149.0,1842.5,0,27,2,2,0,1,0,1,0,0,1,0
5,53,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0.0,0.0,2450.7200000000003,0,50,0,0,0,1,0,0,0,1,1,0
3,3,0,1,12,0,0,0,1,1,0,0,0,1,87.25600000000001,0.0,32.0,22.14,0,75,0,1,3,0,0,0,0,0,1,0
0,4,0,1,32,0,0,1,0,0,0,0,1,1,77.792,0.0,0.0,29.04,1,51,0,2,1,0,0,1,0,0,0,0
0,17,0,1,45,0,0,0,0,1,1,1,1,1,67.28800000000001,0.0,0.0,689.3499999999999,0,20,0,5,1,0,0,1,0,0,1,0
3,55,0,1,17,0,0,0,0,0,0,0,0,1,69.05,0.0,653.0,1532.85,0,52,2,1,0,0,1,0,1,0,1,0
1,27,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0.0,0.0,64.8,0,36,3,0,0,0,1,0,0,1,1,0
1,58,0,1,24,0,1,0,0,1,1,1,0,1,92.85,0.0,1273.0,2766.02,1,38,1,1,0,0,0,1,0,0,0,0
1,69,1,1,4,0,1,0,0,1,0,0,1,1,93.548,6.79,0.0,1127.46,1,65,0,6,1,0,0,0,0,0,0,0
0,21,0,1,42,1,0,1,0,1,0,0,1,0,65.35,0.0,0.0,339.36,1,28,0,0,0,0,0,0,1,0,0,0
9,72,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,3458.88,0,53,1,0,0,0,1,0,0,1,1,0
0,10,0,1,4,0,0,0,0,0,1,0,0,1,36.088,0.0,13.0,0.0,0,67,0,1,2,0,0,0,0,0,0,0
0,30,1,1,90,0,1,0,0,1,1,1,0,1,104.208,0.0,2685.0,351.90000000000003,0,21,0,3,6,0,0,1,0,0,0,0
8,28,1,1,15,0,1,0,1,1,1,1,0,1,105.8,0.0,450.0,681.8000000000001,1,67,0,4,1,0,0,0,0,0,0,0
6,13,0,0,0,0,0,0,0,0,0,0,0,0,20.85,0.0,0.0,359.06,0,56,3,1,1,0,1,0,0,1,1,0
1,72,1,1,23,1,0,1,1,1,1,1,1,0,86.65,3.2,0.0,872.64,1,35,0,0,0,0,1,0,1,0,1,0
2,1,0,1,57,0,0,0,0,1,0,0,0,1,82.524,0.0,0.0,23.63,0,30,0,6,0,0,0,1,0,0,0,0
5,23,0,1,18,0,0,0,1,1,0,0,1,0,60.0,0.0,0.0,31.97,0,55,0,3,0,1,0,0,1,0,0,0
0,24,1,1,52,0,0,0,1,0,1,1,1,1,89.55,0.0,0.0,433.68,0,21,0,0,0,0,0,0,0,0,0,0
6,17,1,1,25,0,0,1,1,0,0,0,1,1,61.95,0.0,26.77,809.0300000000001,0,52,0,3,2,1,0,1,0,0,0,1
0,10,0,0,0,0,0,0,0,0,0,0,0,1,19.95,0.0,0.0,78.60000000000001,1,22,1,4,0,1,0,0,0,1,0,0
1,10,1,1,33,1,0,0,0,1,1,1,1,1,104.26,0.0,0.0,244.8,0,62,2,2,2,0,0,0,0,0,0,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0.0,0.0,303.77000000000004,1,24,3,4,1,0,1,0,0,1,0,0
0,30,1,1,73,1,0,0,1,1,1,1,0,0,106.4,0.0,2345.0,1274.7,0,22,0,0,0,0,0,0,1,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,317.4,0,49,0,2,0,0,1,0,0,1,1,0
0,65,0,1,22,1,0,1,1,1,1,1,1,0,59.95,0.0,0.0,0.0,0,45,0,2,0,0,1,0,1,0,1,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0.0,0.0,23.4,0,57,0,0,0,0,0,0,0,1,1,0
0,22,1,1,8,1,0,0,0,0,0,0,1,1,56.62800000000001,0.0,0.0,160.16,1,62,0,5,0,0,0,1,0,0,0,0
0,1,1,1,22,0,0,0,0,0,0,0,1,1,72.1,0.0,0.0,7.77,0,72,0,3,0,1,0,1,0,0,0,0
0,33,1,1,28,0,1,1,1,1,1,1,0,1,114.868,0.0,1024.0,568.92,0,70,0,0,0,0,0,0,0,0,0,0
7,71,1,1,30,1,1,1,1,1,1,1,0,0,87.95,0.0,1910.0,643.26,0,46,0,1,0,0,1,0,0,0,0,0
